REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
C1628,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,8406.2,2547.98,90,YES
C1629,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,8482.96,2289.05,270,YES
C1630,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,8885.58,2224.81,180,YES
C1631,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7560.31,2767.29,90,YES
C1632,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9564.78,1892.51,90,YES
C1633,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,8818.86,2336.5,0,YES
C1636,Q_CAP_DIFFBUS_C0402-DIFF BUS_0B,,,C0402_DIFF-BUS,9430.39,2121.05,180,YES
C1639,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,8881.77,2431.01,180,YES
C1643,Q_CAP_DIFFBUS_C0402-DIFF BUS_0B,,,C0402_DIFF-BUS,9430.39,2161.05,180,YES
C1647,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7493.64,1833.11,0,YES
C1648,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7615.51,2767.29,90,YES
C1649,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7493.19,1945.78,0,YES
C1650,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7483.58,1658.81,0,YES
C1652,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,4210.1,9850.55,90,YES
C1656,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,7481.28,2561.61,0,YES
C1657,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9477.58,2028.81,270,YES
C1658,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9532.58,2028.81,270,YES
C1659,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8696.16,2221.05,90,YES
C1660,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9191.37,1835.34,270,YES
C1663,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9121.65,1724.6,90,YES
C1666,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9926.69,2441.83,90,YES
C1667,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9752.58,2173.81,180,YES
C1668,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9762.58,2043.81,180,YES
C1669,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9752.58,2248.81,180,YES
C1670,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9634.78,1897.51,90,YES
C1671,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9762.58,1968.81,180,YES
C1674,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9752.58,2108.81,180,YES
C1675,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9587.58,2028.81,270,YES
C1684,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,10111.5,1215.3,270,NO
C1685,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,10195.2,1422.5,0,YES
C1686,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4640.28,7929.77,180,YES
C1687,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,10196.44,1421.93,180,NO
C1688,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,2409.27,7456.36,180,NO
C1689,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,3906.04,231.97,270,NO
C1691,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4587.27,7110.24,90,YES
C1692,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,2856.97,7503.26,90,NO
C1693,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,4173.27,7193.64,0,YES
C1710,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9237.59,7845.83,180,NO
C1711,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3538.51,2504.14,0,NO
C1712,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,8990.29,7748.83,270,YES
C1713,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3394.71,2480.48,0,YES
C1714,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9399.59,7787.83,0,NO
C1715,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3557.51,2339.14,0,NO
C1716,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9252.79,7730.17,0,YES
C1717,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3263.91,2336.48,180,YES
C1718,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9105.99,7730.17,180,YES
C1719,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3573.51,2262.14,180,YES
C1720,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9384.61,7874.17,180,YES
C1721,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9252.79,7802.17,0,YES
C1722,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3149.51,2355.14,270,YES
C1723,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3557.51,2336.48,180,YES
C1724,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8233.67,0,YES
C1725,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9415.59,7655.83,180,YES
C1726,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2480.48,0,YES
C1727,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3542.53,2480.48,180,YES
C1728,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9399.59,7730.17,180,YES
C1729,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3410.71,2408.48,0,YES
C1730,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8018.17,0,YES
C1731,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9236.79,7874.17,0,YES
C1732,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,2983.98,0,YES
C1733,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3410.71,2336.48,0,YES
C1734,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,7874.17,0,YES
C1735,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3101.11,2609.98,180,YES
C1736,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,8943.19,7855.67,180,YES
C1737,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3101.11,2535.98,180,YES
C1738,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9399.59,7802.17,180,YES
C1739,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3557.51,2408.48,180,YES
C1740,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9534.79,8031.93,0,YES
C1741,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,7946.17,0,YES
C1742,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,2696.48,0,YES
C1743,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2983.98,0,YES
C1744,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9384.61,7946.17,180,YES
C1745,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,3127.98,0,YES
C1746,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8090.17,0,YES
C1747,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,2624.48,0,YES
C1748,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8233.67,0,YES
C1749,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2552.48,0,YES
C1750,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,8943.19,8003.67,180,YES
C1751,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9384.61,8305.67,180,YES
C1752,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,2767.98,0,YES
C1753,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,2552.48,0,YES
C1754,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8161.67,0,YES
C1755,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3692.71,2638.24,0,YES
C1756,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9105.99,7802.17,0,YES
C1757,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3542.53,2767.98,180,YES
C1758,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8377.67,0,YES
C1759,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3542.53,2911.98,180,YES
C1760,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8305.67,0,YES
C1761,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8377.67,0,YES
C1762,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3692.71,2564.24,0,YES
C1763,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3542.53,2696.48,180,YES
C1764,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9534.59,8253.83,0,YES
C1765,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3692.51,2786.14,0,YES
C1766,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8521.67,0,YES
C1767,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3692.71,2488.17,0,YES
C1768,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8305.67,0,YES
C1769,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,3055.98,0,YES
C1770,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9384.61,8161.67,180,YES
C1771,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,8943.19,7929.67,180,YES
C1772,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2767.98,0,YES
C1773,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2911.98,0,YES
C1774,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9534.59,8179.83,0,YES
C1775,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3692.51,2860.14,0,YES
C1776,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,8943.19,8151.67,180,YES
C1777,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3101.11,2757.98,180,YES
C1778,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8521.67,0,YES
C1779,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,3055.98,0,YES
C1780,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,7946.17,0,YES
C1781,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9534.79,7881.86,0,YES
C1782,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3542.53,2624.48,180,YES
C1783,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3542.53,2983.98,180,YES
C1784,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9534.79,8105.93,0,YES
C1785,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3692.71,2712.24,0,YES
C1786,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,8943.19,8225.67,180,YES
C1787,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3101.11,2831.98,180,YES
C1788,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9384.61,8377.67,180,YES
C1789,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2624.48,0,YES
C1790,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9534.79,7957.93,0,YES
C1791,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9384.61,8090.17,180,YES
C1792,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3263.91,2408.48,0,YES
C1793,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3101.11,2683.98,180,YES
C1794,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,8973.59,8338.83,270,YES
C1795,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3131.51,2945.14,270,YES
C1796,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8161.67,0,YES
C1797,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2839.98,0,YES
C1798,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,8943.19,8077.67,180,YES
C1799,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8018.17,0,YES
C1800,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,2911.98,0,YES
C1801,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3542.53,2839.98,180,YES
C1802,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9384.61,8521.67,0,YES
C1803,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3661.71,2966.05,90,YES
C1804,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8449.67,0,YES
C1805,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3542.53,2552.48,180,YES
C1806,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9089.99,8090.17,0,YES
C1807,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9384.61,8233.67,180,YES
C1808,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9497.59,8360.83,90,YES
C1809,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,2839.98,0,YES
C1810,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3247.91,2696.48,0,YES
C1811,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3542.53,3127.98,0,YES
C1812,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9236.79,8449.67,0,YES
C1813,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,9384.61,8018.17,180,YES
C1814,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,9384.61,8449.67,0,YES
C1815,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3101.11,2461.98,180,YES
C1816,"Q_CAP_0805-47UF,4V,20%,X6S,CH6A",47UF,20%,C0805_H57,3394.71,3127.98,0,YES
C1817,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,3542.53,3055.98,0,YES
C1832,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,3858.93,10062.78,270,YES
C1833,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,3996.83,9880.94,90,YES
C1834,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4222.4,10181.8,270,YES
C1836,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,11688.62,4321.27,180,NO
C1837,"Q_CAP_C0603-4.7UF,25V,10%,X6S,A",4.7UF,10%,C0603,5737.72,10042.97,180,NO
C1838,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6127.85,9999.29,90,YES
C1844,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4365.2,11379.3,0,NO
C1875,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,702.03,109,0,YES
C1876,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,1321,106,180,YES
C1877,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,1136,108,0,YES
C1878,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,879,110,180,YES
C1879,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,579,109,180,YES
C1880,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5523.55,110.98,180,YES
C1881,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,6224.65,66.58,0,YES
C1882,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5958.55,109.98,0,YES
C1883,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,6132.55,109.98,180,YES
C1884,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5688.56,105.79,180,YES
C1885,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5435.55,110.98,180,YES
C1886,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,14481.5,2012.8,0,NO
C1887,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,14470.83,2119.52,270,NO
C1890,"Q_CAPP_RDLF-560UF,6.3V,20%,ALUA",560UF,20%,EC98_248_354XA,5391.77,11134.28,0,NO
C1891,"Q_CAP_0402-470PF,50V,10%,X7R,TA",470PF,10%,C0402,5140.23,11180.72,270,NO
C1892,"Q_CAP_0402-470PF,50V,10%,X7R,TA",470PF,10%,C0402,5180.23,11180.72,270,NO
C1893,"Q_CAP_C0402-0.1UF,16V,10%,EMPTA",NA,10%,C0402,13624.78,2558.33,0,NO
C1894,"Q_CAP_C0402-0.1UF,16V,10%,EMPTA",NA,10%,C0402,15456.56,2355.89,270,NO
C1896,"Q_CAP_C0805-10UF,25V,10%,X6S,CA",10UF,10%,C0805_H61,3837.09,10394.13,180,YES
C1941,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,11935.88,1678.77,0,NO
C1987,"Q_CAP_C0402-0.1UF,16V,10%,EMPTA",NA,10%,C0402,13388.72,2469.86,0,NO
C1988,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,1237.55,223.95,0,YES
C1989,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,5186.37,291.82,0,YES
C1990,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,1181.97,327.99,270,YES
C1991,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5164.84,202.27,270,YES
C1992,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,783.1,506.9,270,YES
C1993,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,880.03,465.99,90,NO
C1994,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,5953.46,322.27,180,YES
C1995,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5944.63,232.85,90,YES
C1996,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,4050.76,10066.58,270,YES
C1997,"Q_CAP_C0603-22UF,6.3V,20%,X6S,A",22UF,20%,C0603,4051.06,9879.26,90,YES
C2013,"Q_CAP_C0402-0.1UF,16V,10%,X7R,A",0.1UF,10%,C0402,4541.5,11330.2,180,NO
C2014,"Q_CAP_C0402-0.1UF,16V,10%,X7R,A",0.1UF,10%,C0402,4602,11225.5,90,NO
CLIP_JXS1G004010_X3,"TP_TP-NA,TP26",,,TP26,14532.61,31141.95,0,NO
D9A1,"SCHOTTKY_AC-SS0530,SMLF,IC,BCSA",,,SOD123XD,9328.2,11738.5,180,NO
D1,"Q_DIODE_SMLF-SDMK0340L-7-F,IC,A",,,SOD323,12961.57,2544.23,90,NO
D2,"LED3P_AC1C2-LED BLUE,SMLF,IC,BA",,,LED3S_1221,255.9,11901.58,270,NO
D5,"BAT547F-BAT547F,SMLF,IC,BC0BATA",,,SOT23_123XB,12781.32,1993.17,180,NO
D7,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,5886.52,8139.77,180,NO
D8,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,5886.52,8077.77,180,NO
D9,"Q_LED_SMLF-LED_RED,LTST-C193KRA",,,LED_19217,5862,7734,180,NO
D10,"Q_LED_SMLF-LED_RED,LTST-C193KRA",,,LED_19217,5862,7670,180,NO
D11,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,5886.52,8015.77,180,NO
D12,"Q_DIODE_SMLF-SDMK0340L-7-F,IC,A",,,SOD323,15227.87,2422.28,90,NO
D15,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,128.53,10086.01,180,NO
D16,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,128.53,10016.01,180,NO
D17,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,128.53,9946.01,180,NO
D18,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,128.53,9876.01,180,NO
D19,"Q_LED_SMLF-LED_RED,LTST-C193KRA",,,LED_19217,128.53,9806.01,180,NO
D20,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,5040.26,8494.34,90,NO
D21,"Q_LED_SMLF-LED_RED,LTST-C193KRA",,,LED_19217,128.53,9736.01,180,NO
D22,"Q_LED_SMLF-LED_RED,LTST-C193KRA",,,LED_19217,128.53,9666.01,180,NO
D23,"Q_LED_SMLF-LED_RED,LTST-C193KRA",,,LED_19217,128.53,9596.01,180,NO
D24,"SCHOTTKY_AC-SS1040,SMLF,IC,BCSA",,,SOD123_2-65X1-6,1410.81,7160.2,180,NO
D25,"Q_LED_SMLF-LED_RED,LTST-C193KRA",,,LED_19217,5860,7606,180,NO
D27,"Q_LED_SMLF-LED_GREEN,19-213/GVA",,,LED_1921,8336.27,3746.51,180,NO
D28,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,6172.97,10138.28,90,NO
D34,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,1274,73,180,NO
D40,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,744,73,0,NO
D41,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,1439,73,180,NO
D42,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,1099,73,180,NO
D43,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,934,73,180,NO
D44,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,584,73,180,NO
D45,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,5562.55,72.98,0,NO
D46,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,6257.55,72.98,180,NO
D47,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,5917.55,72.98,180,NO
D48,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,6092.55,72.98,180,NO
D49,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,5752.55,72.98,180,NO
D50,"Q_DIODE_SMLF-SDMK0340L-7-F,EMPA",,,SOD323,5402.55,72.98,180,NO
D58,"Q_DIODE_SMLF-SDMK0340L-7-F,IC,A",,,SOD323,4018.37,6716.13,270,NO
D59,"Q_DIODE_SMLF-SDMK0340L-7-F,IC,A",,,SOD323,4137.85,6653.89,90,NO
D60,"Q_DIODE_SMLF-SDMK0340L-7-F,IC,A",,,SOD323,4112.42,6490.67,270,NO
D61,"Q_DIODE_SMLF-SDMK0340L-7-F,IC,A",,,SOD323,3949.17,6519.88,90,NO
D63,"Q_DIODE_SMLF-SDMK0340L-7-F,IC,A",,,SOD323,5784.16,9896.9,0,YES
D64,"SCHOTTKY_AC-SS0530,SMLF,EMPTY,A",,,SOD123XD,8166,11569.9,270,YES
DE01F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14868.73,6142.73,180,NO
DE01F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14869.02,4825.33,0,NO
