REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
DE01T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14868.72,8941.1,180,NO
DE01T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14869.01,6639.45,0,NO
DE03F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14768.74,4825.33,0,YES
DE03F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14769.01,6142.73,180,YES
DE03T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14768.73,6639.45,0,YES
DE03T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14769,8941.1,180,YES
DE05F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14568.74,4825.33,0,YES
DE05F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14569.01,6142.73,180,YES
DE05T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14568.73,6639.45,0,YES
DE05T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14569,8941.1,180,YES
DE07F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14368.74,4825.33,0,YES
DE07F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14369.01,6142.73,180,YES
DE07T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14368.73,6639.45,0,YES
DE07_T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14369,8941.1,180,YES
DE10F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14669.02,4825.33,0,NO
DE10F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14668.73,6142.73,180,NO
DE10T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14669.01,6639.45,0,NO
DE10T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14668.72,8941.1,180,NO
DE12F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14468.73,6142.73,180,NO
DE12F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14469.02,4825.33,0,NO
DE12T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14469.01,6639.45,0,NO
DE12T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14468.72,8941.1,180,NO
DE14F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14268.73,6142.73,180,NO
DE14F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14269.02,4825.33,0,NO
DE14T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14268.72,8941.1,180,NO
DE14T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14269.01,6639.45,0,NO
DE16F_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14168.74,4825.33,0,YES
DE16F_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14169.01,6142.73,180,YES
DE16T_0,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14169,8941.1,180,YES
DE16T_1,"DELTA_L-DELTA-L,THLF,EMPTY,TP24",,,TRIANG_LAUNCH_3PXA,14168.73,6639.45,0,YES
DM4,"DUMMY_SYMBOL-WEEE,MECH,EMPTY,DA",,,WEEE,2239.98,4867.77,0,NO
DM5,"DUMMY_SYMBOL-PB-E1_SMALL,MECH,A",,,PB-E1_SMALL,1661.88,5621.97,0,NO
DM6,"DUMMY_SYMBOL-QCT_LOGO_12X12,MEA",,,QCT_LOGO_12X12,1507.85,4844.58,0,NO
DM7,"DUMMY_SYMBOL-SNLABEL_27X6,MECHA",,,SNLABEL_27X6,557.31,9729.63,90,NO
DM8,DUMMY_SYMBOL-PCB_VENDOR_LOGO_1A,,,PCB_VENDOR_LOGO_15X8,7470.42,3625.96,0,NO
DM10,DUMMY_SYMBOL-BIOS-BMCLABEL_10-A,,,BIOS-BMCLABEL_10-5X10-5,8056.63,5476.14,0,NO
DM11,DUMMY_SYMBOL-BIOS-BMCLABEL_10-A,,,BIOS-BMCLABEL_10-5X10-5,8543.8,5471.52,0,NO
DM12,"DUMMY_SYMBOL-SNLABEL_17-5X6,MEA",,,SNLABEL_17-5X6,11004.9,889.35,90,NO
DM13,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,14624.91,9745.05,0,NO
DM14,"DUMMY_SYMBOL-SNLABEL_27X6,MECHA",,,SNLABEL_27X6,269.99,8294.86,270,YES
DM15,DUMMY_SYMBOL-LASER_MARK_LABELSA,,,LASER_MARK_LABELS_10X10B,7956.79,4170.96,0,YES
DM16,DUMMY_SYMBOL-LASER_MARK_LABELSA,,,LASER_MARK_LABELS_10X10B,7870.22,4382.17,0,NO
DM17,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,14914.71,9799.86,0,NO
DM18,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15049.73,9799.86,0,NO
DM19,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15184.75,9799.86,0,NO
DM20,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15319.77,9799.86,0,NO
DM21,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,14793.34,9720.9,0,NO
DM22,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,14928.36,9720.9,0,NO
DM23,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15063.38,9720.9,0,NO
DM24,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15198.4,9720.9,0,NO
DM25,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15333.42,9720.9,0,NO
DM26,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15205.31,9926.09,0,NO
DM27,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,15061.5,9928.49,0,NO
DM28,"DUMMY_SYMBOL-MECHANIC_SYMBOL,MA",,,TP30_FOR_BOM,6567.9,15630.8,0,NO
FS9A1,"Q_FUSE_SMLF-1.5A/6V,IC,QN-DK15A",,,F1206_H56,9345,11840,180,NO
FS1,"Q_FUSE_SMLF-0.35A/6V,IC,DK035TA",,,F0603_H62,4375.95,11506.22,0,YES
H1,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,196.8,11094.47,0,NO
H8,"HOLE_TH-EMPTY,TMP-C_HOLE34",,,HOLE_D3-2N,7787.35,3513.77,0,NO
H12,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,3396.46,4561.02,0,NO
H13,"HOLE_TH-EMPTY,TMP-C_HOLE222",,,HOLE_C9D5-41_NPM,3235.83,9614.17,0,NO
H14,"HOLE_TH-EMPTY,HOLE620",,,HOLE_C6D3-4B6_NPB,7078.69,3845.66,0,NO
H15,"HOLE_TH-EMPTY,TMP-C_HOLE222",,,HOLE_C9D5-41_NPM,1046.85,10500,0,NO
H17,"HOLE_TH-EMPTY,TMP-C_HOLE222",,,HOLE_C9D5-41_NPM,3235.83,7940.94,0,NO
H18,"HOLE_TH-EMPTY,TMP-C_HOLE222",,,HOLE_C9D5-41_NPM,1046.85,7940.94,0,NO
H19,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,2018.46,3537.39,0,NO
H20,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,2018.46,1805.1,0,NO
H21,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,2530.27,781.48,0,NO
H22,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,4262.55,781.48,0,NO
H23,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,4774.36,1805.1,0,NO
H24,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,4774.36,3537.39,0,NO
H25,"HOLE_TH-EMPTY,HOLE847",,,HOLE_C10D3-2B10N_NPM,10472,11093.29,0,NO
H26,"HOLE_TH-EMPTY,HOLE847",,,HOLE_C10D3-2B10N_NPM,7966.88,11093.29,0,NO
H27,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,9238.53,9954.71,0,NO
H28,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,7860.58,8931.09,0,NO
H29,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,7860.58,7198.81,0,NO
H30,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,8372.39,6175.18,0,NO
H31,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,10104.68,6175.18,0,NO
H32,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,10616.49,7198.81,0,NO
H33,"HOLE_TH-EMPTY,TMP-C_HOLE34",,,HOLE_D3-2N,9598.38,1328.73,0,NO
H34,"HOLE_TH-EMPTY,TMP-C_HOLE17",,,HOLE_D3-8N,10616.49,8931.09,0,NO
H39,"HOLE_TH-EMPTY,HOLE847",,,HOLE_C10D3-2B10N_NPM,2124.76,5699.59,0,NO
H40,"HOLE_TH-EMPTY,HOLE847",,,HOLE_C10D3-2B10N_NPM,4629.87,5699.59,0,NO
H41,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,196.8,7377.94,0,NO
H43,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,196.8,196.84,0,NO
H44,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,6964.52,196.84,0,NO
H45,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,10740.12,196.84,0,NO
H46,"HOLE_TH-EMPTY,TMP-C_HOLE222",,,HOLE_C9D5-41_NPM,11149.56,1842.51,0,NO
H47,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,12787.35,992.11,0,NO
H48,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,16609.05,1759.84,0,NO
H49,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,11999.95,3999.99,0,NO
H50,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,7436.96,4917.31,0,NO
H51,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,14673.18,2833.06,0,NO
H52,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,10070.82,5291.33,0,NO
H53,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,11999.95,11803.14,0,NO
H54,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,6964.52,11803.14,0,NO
H55,"HOLE_TH-EMPTY,HOLE950",,,HOLE_C9D4-2B9_NPB,4799.21,7574.8,0,NO
H56,"GND_HOLE_TH-EMPTY,GND_HOLE486",,,GND_C10D3-7B10,3826.77,11330.71,0,NO
J1,CONN44_52912002442P106-CONN44_A,,,CON_44D4_P1-27_RDV,12797.79,2874.4,90,NO
J2,CONN15_DZ11A51H8R14F-CONN15_15A,,,DSUB15_3RXJ,8322.39,11899.59,90,NO
J3,SCONN64_10135583641402LF-SCONNA,,,CON_64S2H2D_P0-8W4-4_RUHXA,3240.94,8783.46,180,NO
J4,SCONN38_U10D038320T-SCONN38_U1A,,,SAS38SXA,11815.11,3031.49,0,NO
J5,CONN16_G88MP16102KEU-CONN16_G8A,,,CON_PWR2X8HXE,12198.38,964.71,180,NO
J7,SCONN24_5041902441001-SCONN24_A,,,CON_24S2H2S_P1_LDV,11327.71,1141.71,0,NO
J9,SCONN14_1581000902625-SCONN14_A,,,CON_SDCARD14SXB,4326.77,11748.03,180,NO
J10,CONN18_GSB3112311HR-CONN18_GSBA,,,USB2XK,5175.91,11453.5,0,NO
J13,CONN18_RJMG201831PDAER-CONN18_A,,,RJ45XBD,5637.96,11125.18,180,NO
J24,SCONN120_61082121402LF_SMTLF-SA,,,CON_F120S2H2D_P0-8_LDHXD,1077.95,9220.47,0,NO
J25,SCONN80_61082081402LF-SCONN80_A,,,CON_F80S2H2D_P0-8_RUH,3640.55,8777.56,180,NO
J31,CONN4_532900480-CONN4_53290-04A,,,HEADER1X4AXL,8726.33,649.59,0,NO
J32,SCONN5_2UB2141000111F-SCONN5_2A,,,USB1XBQ,6545.23,11921.24,180,NO
J33,CONN160_ASP16066102-SCONN160_AA,,,CON_160S2H2D_P0-8_LDV,10535.39,3185.02,0,NO
J35,SCONN16_ACASPI006P07-SCONN16_AA,,,SOCKET16S,6729.77,4651.46,90,NO
J37,SCONN11_9192131111LF-SCONN11_9A,,,CON_F11S2H2S_P1W4-22_LDH,7184.99,3340.54,180,NO
J38,SCONN74_U10B074300T-SCONN74_U1A,,,SAS74S,11470.42,4419.28,0,NO
J42,CONN44_52912002442P106-CONN44_A,,,CON_44D4_P1-27_RDV,15050.15,2874.4,90,NO
J59,SCONN60_ASP13802701-SCONN60_ASA,,,CON_60S2H2D_P0-5W5-73_LDV,7229.07,1402.98,0,NO
J63,CONN160_ASP16066102-SCONN160_AA,,,CON_160S2H2D_P0-8_LDV,4055.29,9405.42,0,NO
J64,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,11866.09,10853.14,0,NO
J66,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,11496.02,10853.14,0,NO
J68,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,11146.02,10853.14,0,NO
J71,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,7118.46,10853.14,0,NO
J73,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,6768.46,10853.14,0,NO
J75,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,6398.38,10853.14,0,NO
J76,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,6043.65,6207.47,0,NO
J78,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,5673.57,6207.47,0,NO
J80,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,5323.57,6207.47,0,NO
J83,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,823.57,6207.47,0,NO
J85,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,473.57,6207.47,0,NO
J87,CONN288_ADDR0143K010C30-CONN28A,,,DDR288_1-2VXB,103.5,6207.47,0,NO
J90,SCONN24_5041902441001-SCONN24_A,,,CON_24S2H2S_P1_LDV,822.83,258.86,270,NO
J91,SCONN24_5041902441001-SCONN24_A,,,CON_24S2H2S_P1_LDV,6051.13,258.84,270,NO
JP1,CONN8_HBB1081H200DAF-CONN8_HBBA,,,HEADER1X8XA_H340,1225.93,7077.04,0,NO
JP2,CONN3_HBB1037B200DAF-CONN3_HBBA,,,HEADER1X3XK,6080.01,7689.47,90,NO
JP4,CONN3_HBB1037B200DAF-CONN3_HBBA,,,HEADER1X3XK,6083.36,8142.73,90,NO
JP7,CONN3_HBB1037B200DAF-CONN3_HBBA,,,HEADER1X3XK,6082.36,8006.73,90,NO
JP8,CONN3_HBB1037B200DAF-CONN3_HBBA,,,HEADER1X3XK,6082.36,7871.73,90,NO
L9A1,"Q_INDUCTOR_SMLF-47/300MA,IND,CA",47/300MA,,L0603,8105.6,11478.8,90,NO
L9A2,"Q_INDUCTOR_SMLF-47/300MA,IND,CA",47/300MA,,L0603,8165.6,11478.8,90,NO
L9A3,"Q_INDUCTOR_SMLF-47/300MA,IND,CA",47/300MA,,L0603,8225.6,11478.8,90,NO
L1,Q_INDUCTOR_SMLF-BLM18PG121SN1DA,BLM18PG121SN1D/2000MA,,L0603,9805.49,2274.88,270,NO
L2,Q_INDUCTOR_SMLF-BLM18PG121SN1DA,BLM18PG121SN1D/2000MA,,L0603,9746.21,2155.88,90,NO
L3,Q_INDUCTOR_SMLF-BLM18PG121SN1DA,BLM18PG121SN1D/2000MA,,L0603,9776.01,2035.26,270,NO
L10,"Q_INDUCTOR4P_12-67/320MA,320MAA",,,L_DLW21HNXA,5158.48,10992.55,180,YES
L11,"Q_INDUCTOR4P_12-67/320MA,320MAA",,,L_DLW21HNXA,4929.48,10911.75,180,YES
L12,"Q_INDUCTOR4P_12-67/320MA,320MAA",,,L_DLW21HNXA,4798.12,10911.75,180,YES
L13,"Q_INDUCTOR4P_12-67/320MA,320MAA",,,L_DLW21HNXA,4591.91,11000.61,180,YES
L14,"Q_INDUCTOR4P_12-67/320MA,320MAA",,,L_DLW21HNXA,4681.91,11000.61,180,YES
L15,"Q_INDUCTOR4P_12-67/320MA,320MAA",,,L_DLW21HNXA,5055.48,10992.55,180,YES
L16,"Q_INDUCTOR_SMLF-220/1500MA,INDA",220/1500MA,,L0603,5495.36,10915.47,180,NO
L17,"Q_INDUCTOR_SMLF-2.2UH/970MA,INA",2.2UH/970MA,,L1210XB,4652.86,10337.47,90,YES
L21,"Q_INDUCTOR_SMLF-220/1500MA,INDA",220/1500MA,,L0603,6028.36,8531.73,270,YES
L22,"Q_INDUCTOR_SMLF-220/1500MA,INDA",220/1500MA,,L0603,5400.36,8361.73,270,YES
L23,"Q_INDUCTOR_SMLF-220/1500MA,INDA",220/1500MA,,L0603,6075.7,9334.96,90,YES
L30,"Q_INDUCTOR_SMLF-220/1500MA,INDA",220/1500MA,,L0603,5491.25,8634.41,0,YES
L31,"Q_INDUCTOR_SMLF-220/1500MA,INDA",220/1500MA,,L0603,4940.77,9526.37,90,YES
L33,Q_INDUCTOR_SMLF-BLM21PG331SN1DA,BLM21PG331SN1D,,L0805,4932.67,6218.39,0,YES
L36,Q_INDUCTOR_SMLF-BLM18PG121SN1DA,BLM18PG121SN1D/2000MA,,L0603,9186.22,3187.22,90,YES
L37,Q_INDUCTOR_SMLF-BLM18PG121SN1DA,BLM18PG121SN1D/2000MA,,L0603,9876.69,2436.83,90,YES
L38,Q_INDUCTOR_SMLF-BLM18PG121SN1DA,BLM18PG121SN1D/2000MA,,L0603,9880.08,2547.92,270,YES
L43,"Q_INDUCTOR_SMLF-22NH/1.85A,INDA",22NH/1.85A,,L0805,9196.65,1729.6,270,YES
OSC1,"OSC4_7W24000012_SMLF-24MHZ,OSCA",,,X_7MXA,4754.49,9726.17,270,NO
OSC3,OSC4_SIT1602AI2233E50000000D-5A,,,OSC4_SIT8103AC-22,6216.54,8296.87,270,NO
PC41,"Q_CAP_C0402-2.2UF,10V,10%,X6S,A",2.2UF,10%,C0402,9245.18,212.16,90,YES
PC42,"Q_CAPP_RDLLF-470UF,2V,20%,C_POA",470UF,20%,TAJ_DXC,8917.2,827.7,270,NO
PC45,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9282.32,419.36,90,YES
PC46,"Q_CAP_C1206-47UF,6.3V,20%,X6S,A",47UF,20%,C1206_H76,9455.86,632.9,90,YES
PC47,"Q_CAP_0402-3300PF,50V,10%,X7R,A",3300PF,10%,C0402,9623.59,172.44,90,NO
PC48,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,9609.77,912.63,90,NO
PC50,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5498.73,10265.64,0,NO
PC53,"Q_CAP_0402-0.22UF,16V,10%,X7R,A",0.22UF,10%,C0402,5719.61,10382.06,90,NO
PC54,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5906.64,10418.6,90,NO
PC56,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,6065.97,10420.45,90,NO
PC57,"Q_CAP_1206-10UF,25V,10%,X7R,TMA",10UF,10%,C1206_H76,5974.52,10420.34,90,NO
PC58,"Q_CAPP_RDLLF-100UF,16V,20%,OSCA",100UF,20%,EC56_197_229S,10298.45,192.1,270,NO
PC61,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9858.4,358,0,YES
PC63,"Q_CAP_C0402-2.2UF,10V,10%,X6S,A",2.2UF,10%,C0402,9718.4,373,90,YES
PC64,"Q_CAP_0402-3300PF,50V,10%,X7R,A",3300PF,10%,C0402,10174.68,384.8,90,NO
PC67,"Q_CAPP_RDLLF-470UF,2V,20%,C_POA",470UF,20%,TAJ_DXC,10299,720.48,270,NO
PC77,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,10888.19,4979.24,180,NO
PC79,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,3486.51,6312.67,0,NO
PC80,"Q_CAP_0402-2200PF,50V,10%,X7R,A",2200PF,10%,C0402,10889.25,5066.95,180,NO
PC82,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,10930.85,5122.95,180,NO
PC86,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,1430.62,476.66,180,NO
PC89,"Q_CAPP_RDLLF-100UF,16V,20%,OSCA",100UF,20%,EC56_197_229S,11606.38,5339.45,90,NO
PC100,"Q_CAP_C0402-2.2UF,10V,10%,X6S,A",2.2UF,10%,C0402,1428.52,735.25,90,YES
PC102,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,11538.72,5502.46,0,NO
PC109,"Q_CAP_0402-4700PF,25V,10%,X7R,A",4700PF,10%,C0402,1234.16,564.34,90,NO
PC112,"Q_CAPP_RDLLF-100UF,16V,20%,OSCA",100UF,20%,EC56_197_229S,1655.88,409.33,90,NO
PC116,"Q_CAP_C0402-2.2UF,10V,10%,X6S,A",2.2UF,10%,C0402,11260.32,5436.36,180,YES
PC119,"Q_CAP_0402-4700PF,25V,10%,X7R,A",4700PF,10%,C0402,11431.82,5230.04,180,NO
PC124,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,7457.85,10883.04,90,NO
PC126,"Q_CAP_0402-2200PF,50V,10%,X7R,A",2200PF,10%,C0402,2163.36,390.7,180,YES
PC127,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,7402.85,10914.04,180,NO
PC128,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,2095.94,447.7,270,YES
PC129,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,2163.5,307.29,180,YES
PC130,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,7402.85,10854.04,180,NO
PC140,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,1223.94,1313.9,90,NO
PC141,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,1476.77,1311.55,90,NO
PC160,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,10990.37,5630.14,0,NO
PC161,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,10724.4,5748.02,0,NO
PC163,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,10535.7,11584.86,0,NO
PC164,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8336.88,11191.02,90,YES
PC165,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,10536.5,11626.46,0,NO
PC166,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,11019.95,4779.99,270,NO
PC167,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,11135.64,4749.22,180,NO
PC169,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,3271.26,6717.68,270,YES
PC170,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,3151.26,6729.68,270,YES
PC171,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,2030.5,125.4,90,YES
PC172,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,8949.61,10391.76,90,NO
PC173,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,7749.35,10659.99,270,NO
PC174,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,9435.63,10391.76,90,NO
PC175,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,8706.6,10391.76,90,NO
PC176,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,9678.64,10391.76,90,NO
PC177,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,3808.94,4987.98,90,NO
PC178,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,1899.7,125.4,90,YES
PC179,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,3565.93,4987.98,90,NO
PC180,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,3322.92,4987.98,90,NO
PC181,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,3079.91,4987.98,90,NO
PC182,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,8463.59,10391.76,90,NO
PC183,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,2836.9,4987.98,90,NO
PC184,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,9971.26,10434.33,0,NO
PC185,"Q_CAPP_RDLF-560UF,2.5V,20%,ALUA",560UF,20%,EC78_197_355,4138.75,4991.28,90,NO
PC186,"Q_CAP_0402-4700PF,25V,10%,X7R,A",4700PF,10%,C0402,9889.66,11169.87,270,NO
PC187,"Q_CAP_0402-4700PF,25V,10%,X7R,A",4700PF,10%,C0402,8914.66,11169.87,270,NO
PC189,"Q_CAP_0402-4700PF,25V,10%,X7R,A",4700PF,10%,C0402,2673.7,5767.47,270,NO
